,instance,worst_makespan_before_vns,worst_makespan_after_vns,improvement
139,u_c_lolo,5209.392729,5179.59805,0.5719415016291141
140,u_c_lolo,5200.325948,5184.057430999999,0.3128364868409283
141,u_c_lolo,5216.856623999998,5185.020911999999,0.6102470183585229
142,u_c_lolo,5463.523794999998,5394.568229999999,1.2621078920367237
143,u_c_lolo,5222.155940999999,5196.894694999999,0.4837321268342465
144,u_c_lolo,5262.147239,5218.552604999999,0.8284571301407695
145,u_c_lolo,5184.568771,5177.345330999999,0.1393257630298183
146,u_s_hilo,100582.849886,99331.111673,1.2444847351399502
147,u_s_hilo,98254.047485,97628.918111,0.6362377835838595
148,u_s_hilo,97938.50258700002,97103.534028,0.8525437258531832
149,u_s_hilo,96967.796166,96742.605283,0.2322326503270355
150,u_s_hilo,100582.849886,99256.873604,1.3182926149963414
151,u_s_hilo,97358.578836,97096.414552,0.2692770243098996
152,u_s_hilo,99701.30352000002,98202.599501,1.5031940065852625
153,u_s_hilo,96867.29362500002,96742.605283,0.1287207862776918
154,u_s_hilo,100582.849886,98785.942628,1.786494675818584
155,u_s_hilo,102517.27631400002,99021.19341400002,3.41023779181554
156,u_s_hilo,97369.212526,97178.255007,0.1961169388619565
157,u_s_hilo,96947.16064599996,96760.294281,0.1927507353024049
158,u_s_hihi,4241640.794921,4218651.388181999,0.5419932486156798
159,u_s_hihi,4166681.328124,4165269.758788,0.0338775448573969
160,u_s_hihi,4202260.152094,4185869.6091260007,0.3900411296485773
161,u_s_hihi,4191274.583986,4163399.0,0.6650860836583505
162,u_s_hihi,4241640.794921,4241565.916015,0.0017653287871288
163,u_s_hihi,4202163.720933,4187183.47905,0.356488772876129
164,u_s_hihi,4289274.750487,4254231.4375,0.8169985609576713
165,u_s_hihi,4437072.675781,4284038.900389999,3.4489805908816784
166,u_s_hihi,4241640.794921,4201628.868651,0.943312463372914
167,u_s_hihi,4305654.188106,4213799.696288001,2.1333457775531306
168,u_s_hihi,4171703.641112,4171703.641112,0.0
169,u_s_hihi,4659984.016602,4550577.177486999,2.347794299834949
170,u_s_lohi,126327.531406,125578.26435800004,0.5931146121995523
171,u_s_lohi,125370.517595,124967.13515099997,0.3217522362818692
172,u_s_lohi,126386.19252499996,126327.531406,0.0464141832489772
173,u_s_lohi,125381.609318,125260.10205799992,0.0969099540682139
174,u_s_lohi,130261.63976599992,127624.715799,2.0243288597754816
175,u_s_lohi,125966.933921,125488.12062499997,0.3801103044234755
176,u_s_lohi,130352.286133,125905.68079300002,3.411221599491588
177,u_s_lohi,135709.72168,131200.55544499998,3.322655281566722
178,u_s_lohi,129455.519531,125853.55014500004,2.782399235698429
179,u_s_lohi,125857.158281,125092.644438,0.6074456577933374
180,u_s_lohi,124409.845585,123889.32764600002,0.4183896672746323
181,u_s_lohi,140162.918945,136366.541827,2.708545988179445
182,u_s_lolo,3528.898873,3492.613564,1.02823317714269
183,u_s_lolo,3493.4505160000003,3490.098606,0.0959484035811697
184,u_s_lolo,3604.025695,3537.9584749999985,1.8331506374013595
185,u_s_lolo,3502.6081030000005,3463.942345000001,1.1039133372323984
186,u_s_lolo,3528.898873,3486.2462820000005,1.2086657208099427
187,u_s_lolo,3485.630902,3461.880273,0.6813868039319049
188,u_s_lolo,3551.7645009999987,3511.6969709999994,1.1281021021725457
189,u_s_lolo,3554.381308,3458.681592,2.6924437112192945
190,u_s_lolo,3528.898873,3493.4505160000003,1.004516090591856
191,u_s_lolo,3560.2854180000004,3490.476227,1.960775129068604
192,u_s_lolo,3522.554291999999,3493.6314030000003,0.8210771673749617
193,u_s_lolo,3467.009347999999,3467.009347999999,0.0
194,u_i_hilo,74381.23025699999,74245.42317399998,0.1825824640581674
195,u_i_hilo,74284.50854699999,74082.197959,0.2723455966219257
196,u_i_hilo,73955.875487,73894.80462799998,0.0825774268749635
197,u_i_hilo,73948.05032499999,73880.36921699998,0.0915252095255336
198,u_i_hilo,74381.23025699999,74286.67469699998,0.1271228772007471
199,u_i_hilo,74420.74506199999,74154.17609100002,0.3581917525521838
200,u_i_hilo,73918.089002,73891.98456999999,0.0353153502105518
201,u_i_hilo,73880.36921699998,73880.36921699998,0.0
202,u_i_hilo,74381.23025699999,74249.28894400001,0.1773852254716601
203,u_i_hilo,73942.48708800001,73942.48708800001,0.0
204,u_i_hilo,74106.979351,73981.646423,0.1691243241832563
205,u_i_hilo,73963.810017,73838.09704699999,0.1699655141766176
206,u_i_hihi,3200930.6705330005,3114856.21399,2.689044699886234
207,u_i_hihi,3072874.029295,3061245.6567390007,0.3784200863797493
208,u_i_hihi,3311707.9565430004,3066707.4475699994,7.398010699855018
209,u_i_hihi,3055607.211997,3037656.444946001,0.5874697173288701
210,u_i_hihi,3200930.6705330005,3112251.0455340007,2.770432543739953
211,u_i_hihi,3034601.099120001,3026082.9394519995,0.2807011330244191
212,u_i_hihi,3054108.444335,3049175.186523,0.1615285737856187
213,u_i_hihi,3025888.92444,3011605.41919,0.4720432774195093
214,u_i_hihi,3200930.6705330005,3122383.5181890004,2.453884836278597
215,u_i_hihi,3144382.722654001,3076899.851927001,2.146140488586623
216,u_i_hihi,3021179.4847400007,3003914.198325,0.571475031596369
217,u_i_hihi,3263612.6809669994,3230006.392576,1.0297266151399365
218,u_i_lohi,113156.733552,110818.78286600002,2.066117156806746
219,u_i_lohi,106078.78241,105968.20397400002,0.1042418035800851
220,u_i_lohi,105541.124025,105524.57841800002,0.0156769289249347
221,u_i_lohi,105337.69976899998,105337.69976899998,0.0
222,u_i_lohi,113156.733552,109357.772124,3.357256178002188
223,u_i_lohi,111809.809899,105829.819159,5.348359634455912
224,u_i_lohi,105768.51973600002,105695.59892799998,0.0689437728560893
225,u_i_lohi,105101.965714,105101.965714,0.0
226,u_i_lohi,113156.733552,109646.054188,3.102492669944989
227,u_i_lohi,106078.78241,105792.827256,0.2695686616148829
228,u_i_lohi,105218.523774,105218.523774,0.0
229,u_i_lohi,105569.21219,105143.085166,0.4036470625858768
230,u_i_lolo,2576.4555640000003,2565.695429,0.4176332458571519
231,u_i_lolo,2554.0153700000005,2552.704384000001,0.0513303880391058
232,u_i_lolo,2558.44604,2557.884905,0.0219326493983818
233,u_i_lolo,2575.3096279999995,2555.314214,0.7764275713723845
234,u_i_lolo,2576.4555640000003,2570.610167,0.2268774622654623
235,u_i_lolo,2565.0288710000004,2564.1634760000006,0.0337382167422739
236,u_i_lolo,2564.1634760000006,2564.1634760000006,0.0
237,u_i_lolo,2569.198384,2568.530475,0.025996785774085
238,u_i_lolo,2576.4555640000003,2569.405027,0.2736525752089602
239,u_i_lolo,2555.782511,2554.380790000001,0.0548450814561007
240,u_i_lolo,2564.1634760000006,2559.0762709999995,0.1983962819693929
241,u_i_lolo,2563.9274520000004,2563.288362,0.0249262123037996
242,u_c_hilo,157585.48670900002,156105.6269320001,0.9390838001044122
243,u_c_hilo,154723.62780599995,154532.432056,0.1235724321560716
244,u_c_hilo,154661.803954,154038.745421,0.4028522344051488
245,u_c_hilo,154112.017742,153889.909439,0.1441213386562889
246,u_c_hilo,165307.258789,163077.01649300003,1.3491496455377616
247,u_c_hilo,154815.927307,154405.639895,0.265016280389807
248,u_c_hilo,154166.56998000003,153952.875733,0.138612571472374
249,u_c_hilo,154502.72479199996,154034.585631,0.302997349483769
250,u_c_hilo,165307.258789,163536.98060600003,1.0709016627391987
251,u_c_hilo,155237.63863600005,154744.977849,0.3173591091238159
252,u_c_hilo,154705.88932300007,154285.49194399998,0.271739738441612
253,u_c_hilo,154021.24044200004,153744.117189,0.1799253480914475
254,u_c_hihi,8109440.191406,7956623.462891,1.8844300581555284
255,u_c_hihi,8054130.304687,7891572.492187,2.01831614774598
256,u_c_hihi,7477296.796875,7446988.499877998,0.4053376216077042
257,u_c_hihi,7845142.90625,7713881.483893,1.6731552748698642
258,u_c_hihi,8109440.191406,8044299.5,0.8032698912439518
259,u_c_hihi,9272946.6875,8907906.0,3.936620146776837
260,u_c_hihi,7699499.953125,7645231.657227999,0.7048288359943977
261,u_c_hihi,7926021.843994,7814306.164062,1.4094798390778318
