,jobs,machines,numInd,numGen,makespan,to_matrix_percentage,elitismo,exec_time,instance,selection_method
44,512,16,200,200,8822.702142999999,0.5,30.0,1037.3552310466766,u_c_lolo.0,roulette wheel
45,512,16,100,100,6158.065783000001,0.5,10.0,79.93046808242799,u_c_lolo.0,roulette wheel
46,512,16,100,200,5347.542031,0.5,10.0,137.4731628894806,u_c_lolo.0,roulette wheel
47,512,16,200,100,7763.696084000003,0.5,10.0,259.0119869709015,u_c_lolo.0,roulette wheel
48,512,16,200,200,5969.491761999998,0.5,10.0,457.0929870605469,u_c_lolo.0,roulette wheel
49,512,16,100,100,282529.05160500004,0.5,10.0,71.40720605850221,u_c_lohi.0,roulette wheel
50,512,16,100,100,308183.96221999987,0.5,20.0,90.77718710899352,u_c_lohi.0,roulette wheel
51,512,16,100,100,368250.73229899997,0.5,30.0,88.10265493392944,u_c_lohi.0,roulette wheel
52,512,16,100,200,269969.32452400005,0.5,10.0,139.46151995658877,u_c_lohi.0,roulette wheel
53,512,16,100,200,273747.097412,0.5,20.0,175.8965399265289,u_c_lohi.0,roulette wheel
54,512,16,100,200,269847.60376100003,0.5,30.0,150.14295291900638,u_c_lohi.0,roulette wheel
55,512,16,200,100,340268.132569,0.5,10.0,308.8150639533997,u_c_lohi.0,roulette wheel
56,512,16,200,100,412053.38269100006,0.5,20.0,324.8809311389923,u_c_lohi.0,roulette wheel
57,512,16,200,100,481661.333497,0.5,30.0,293.57908296585083,u_c_lohi.0,roulette wheel
58,512,16,200,200,265730.8074930001,0.5,10.0,552.8023188114166,u_c_lohi.0,roulette wheel
59,512,16,200,200,289461.469239,0.5,20.0,539.0871431827545,u_c_lohi.0,roulette wheel
60,512,16,200,200,368891.702698,0.5,30.0,517.2273910045624,u_c_lohi.0,roulette wheel
61,512,16,100,100,176625.33327999993,0.5,10.0,72.978303194046,u_c_hilo.0,roulette wheel
62,512,16,100,100,217294.474489,0.5,20.0,93.29326677322388,u_c_hilo.0,roulette wheel
63,512,16,100,100,241667.163638,0.5,30.0,79.25047397613525,u_c_hilo.0,roulette wheel
64,512,16,100,200,160272.552397,0.5,10.0,127.24029016494751,u_c_hilo.0,roulette wheel
