,jobs,machines,numInd,numGen,makespan,to_matrix_percentage,elitismo,exec_time,instance,mutation,selection_method
0,512,16,100,200,100201.008445,0.3,10.0,138.24272990226746,u_s_hilo.0,0.0,roulette wheel
1,512,16,100,100,106355.07059500001,0.3,10.0,72.23935675621033,u_s_hilo.0,0.0,roulette wheel
2,512,16,100,100,100058.354332,0.3,10.0,66.57392597198486,u_s_hilo.0,10.0,roulette wheel
3,512,16,100,100,100082.615905,0.3,10.0,67.24757289886475,u_s_hilo.0,20.0,roulette wheel
4,512,16,100,100,99563.05379599996,0.3,10.0,68.14149999618529,u_s_hilo.0,30.0,roulette wheel
5,512,16,100,100,4739560.537109,0.3,10.0,66.41269397735596,u_s_hihi.0,0.0,roulette wheel
6,512,16,100,100,4621486.670408998,0.3,10.0,66.54917907714844,u_s_hihi.0,10.0,roulette wheel
7,512,16,100,100,4631020.932618,0.3,10.0,66.73004317283629,u_s_hihi.0,20.0,roulette wheel
8,512,16,100,100,4717918.946285998,0.3,10.0,67.46940398216248,u_s_hihi.0,30.0,roulette wheel
9,512,16,100,100,134161.452605,0.3,10.0,66.71573901176454,u_s_lohi.0,0.0,roulette wheel
10,512,16,100,100,134996.8635889999,0.3,10.0,68.46525406837463,u_s_lohi.0,10.0,roulette wheel
11,512,16,100,100,132771.48724699998,0.3,10.0,76.67512106895447,u_s_lohi.0,20.0,roulette wheel
12,512,16,100,100,132641.71023199998,0.3,10.0,72.99749803543091,u_s_lohi.0,30.0,roulette wheel
13,512,16,100,100,3590.771720000001,0.3,10.0,71.47345209121706,u_s_lolo.0,0.0,roulette wheel
14,512,16,100,100,3585.9355239999986,0.3,10.0,66.90428471565247,u_s_lolo.0,10.0,roulette wheel
15,512,16,100,100,3590.4620919999993,0.3,10.0,69.10445713996886,u_s_lolo.0,20.0,roulette wheel
16,512,16,100,100,3636.307392000001,0.3,10.0,65.58580899238585,u_s_lolo.0,30.0,roulette wheel
17,512,16,100,100,75207.25699400001,0.3,10.0,64.48478722572328,u_i_hilo.0,0.0,roulette wheel
18,512,16,100,100,75701.83513500003,0.3,10.0,76.59713363647461,u_i_hilo.0,10.0,roulette wheel
19,512,16,100,100,76844.52791399999,0.3,10.0,71.31252193450928,u_i_hilo.0,20.0,roulette wheel
20,512,16,100,100,75452.84636999997,0.3,10.0,72.49356484413147,u_i_hilo.0,30.0,roulette wheel
21,512,16,100,100,3198589.3857390014,0.3,10.0,68.50066518783571,u_i_hihi.0,0.0,roulette wheel
22,512,16,100,100,3068641.2793570007,0.3,10.0,71.84884810447694,u_i_hihi.0,10.0,roulette wheel
23,512,16,100,100,3131000.560057,0.3,10.0,70.92026805877686,u_i_hihi.0,20.0,roulette wheel
24,512,16,100,100,3181828.9028330008,0.3,10.0,70.7069408893585,u_i_hihi.0,30.0,roulette wheel
25,512,16,100,100,110568.71514000001,0.3,10.0,70.48830199241637,u_i_lohi.0,0.0,roulette wheel
26,512,16,100,100,111546.41787,0.3,10.0,70.73943018913269,u_i_lohi.0,10.0,roulette wheel
27,512,16,100,100,111278.75672200002,0.3,10.0,71.13828206062317,u_i_lohi.0,20.0,roulette wheel
28,512,16,100,100,110769.61970499998,0.3,10.0,71.46310806274414,u_i_lohi.0,30.0,roulette wheel
29,512,16,100,100,2637.0025060000007,0.3,10.0,69.80450201034546,u_i_lolo.0,0.0,roulette wheel
30,512,16,100,100,2702.99731,0.3,10.0,70.90730118751527,u_i_lolo.0,10.0,roulette wheel
31,512,16,100,100,2667.258950000001,0.3,10.0,71.26869082450868,u_i_lolo.0,20.0,roulette wheel
32,512,16,100,100,2609.9818840000007,0.3,10.0,72.01670598983766,u_i_lolo.0,30.0,roulette wheel
33,512,16,100,100,160807.82849,0.3,10.0,70.89837193489075,u_c_hilo.0,0.0,roulette wheel
34,512,16,100,100,165325.32311899995,0.3,10.0,71.77870917320251,u_c_hilo.0,10.0,roulette wheel
35,512,16,100,100,175289.22634900006,0.3,10.0,72.58604025840759,u_c_hilo.0,20.0,roulette wheel
36,512,16,100,100,183337.22046,0.3,10.0,73.15937423706055,u_c_hilo.0,30.0,roulette wheel
37,512,16,100,100,8368254.28125,0.3,10.0,71.36041402816771,u_c_hihi.0,0.0,roulette wheel
38,512,16,100,100,8245142.010253997,0.3,10.0,72.6290922164917,u_c_hihi.0,10.0,roulette wheel
39,512,16,100,100,8142691.785092997,0.3,10.0,71.04114794731142,u_c_hihi.0,20.0,roulette wheel
40,512,16,100,100,8247043.7227190025,0.3,10.0,70.08405923843385,u_c_hihi.0,30.0,roulette wheel
41,512,16,100,100,281927.703187,0.3,10.0,60.17355298995972,u_c_lohi.0,0.0,roulette wheel
42,512,16,100,100,271166.43872100004,0.3,10.0,60.05169892311096,u_c_lohi.0,10.0,roulette wheel
43,512,16,100,100,273443.604494,0.3,10.0,64.38052296638489,u_c_lohi.0,20.0,roulette wheel
44,512,16,100,100,271820.757201,0.3,10.0,65.02099990844728,u_c_lohi.0,30.0,roulette wheel
45,512,16,100,100,5409.638219000001,0.3,10.0,66.93246102333069,u_c_lolo.0,0.0,roulette wheel
46,512,16,100,100,5443.911499000002,0.3,10.0,79.05212688446045,u_c_lolo.0,10.0,roulette wheel
47,512,16,100,100,5758.481554999999,0.3,10.0,90.47991704940796,u_c_lolo.0,20.0,roulette wheel
48,512,16,100,100,5590.573603999999,0.3,10.0,84.91586804389954,u_c_lolo.0,30.0,roulette wheel
